0.0000000000E+00	2.0389170065E+00	1.8079122379E+05
1.0000000000E-02	2.0712392461E+00	1.8081381043E+05
2.0000000000E-02	2.1537890244E+00	1.8078963256E+05
3.0000000000E-02	2.2301165432E+00	1.8076596951E+05
4.0000000000E-02	2.1671373466E+00	1.8078965596E+05
5.0000000000E-02	2.1070768311E+00	1.8072205986E+05
6.0000000000E-02	2.2087950198E+00	1.8074396788E+05
7.0000000000E-02	2.2704564403E+00	1.8078841574E+05
8.0000000000E-02	2.2562057442E+00	1.8076632051E+05
9.0000000000E-02	2.2845406728E+00	1.8081104917E+05
1.0000000000E-01	2.2194030623E+00	1.8081125978E+05
1.1000000000E-01	2.3028330687E+00	1.8074258726E+05
1.2000000000E-01	2.2580945328E+00	1.8081111937E+05
1.3000000000E-01	2.2859635491E+00	1.8078818173E+05
1.4000000000E-01	2.1945093800E+00	1.8081154058E+05
1.5000000000E-01	2.3566046872E+00	1.8081025356E+05
1.6000000000E-01	2.2763481281E+00	1.8074305527E+05
1.7000000000E-01	2.3710821792E+00	1.8076449528E+05
1.8000000000E-01	2.3649794133E+00	1.8081006635E+05
1.9000000000E-01	2.3591371571E+00	1.8080987915E+05
2.0000000000E-01	2.4947449171E+00	1.8080929414E+05
2.1000000000E-01	2.2465098875E+00	1.8074312547E+05
2.2000000000E-01	2.3499386066E+00	1.8078719891E+05
2.3000000000E-01	2.3015551182E+00	1.8069715659E+05
2.4000000000E-01	2.3907605753E+00	1.8078750312E+05
2.5000000000E-01	2.4755581989E+00	1.8080955154E+05
2.6000000000E-01	2.4613536129E+00	1.8074176824E+05
2.7000000000E-01	2.5559812077E+00	1.8080877933E+05
2.8000000000E-01	2.4606583217E+00	1.8080936434E+05
2.9000000000E-01	2.4135951670E+00	1.8078712871E+05
3.0000000000E-01	2.3617021300E+00	1.8071946241E+05
3.1000000000E-01	2.4650257118E+00	1.8078680111E+05
3.2000000000E-01	2.4847215402E+00	1.8080903673E+05
3.3000000000E-01	2.5625181822E+00	1.8076353586E+05
3.4000000000E-01	2.5008199772E+00	1.8074160444E+05
3.5000000000E-01	2.4981043134E+00	1.8078640330E+05
3.6000000000E-01	2.2938225041E+00	1.8074247026E+05
3.7000000000E-01	2.5960388429E+00	1.8080856872E+05
3.8000000000E-01	2.5666088685E+00	1.8078598209E+05
3.9000000000E-01	2.4617043647E+00	1.8076398047E+05
4.0000000000E-01	2.5442386466E+00	1.8074101943E+05
4.1000000000E-01	2.5315415718E+00	1.8074097263E+05
4.2000000000E-01	2.4710986671E+00	1.8074139383E+05
4.3000000000E-01	2.5854975238E+00	1.8078593529E+05
4.4000000000E-01	2.4779898752E+00	1.8071873700E+05
4.5000000000E-01	2.3927084835E+00	1.8074190864E+05
4.6000000000E-01	2.5616800376E+00	1.8074092583E+05
